transaction_id,card_id,transaction_date,station_country_code,product_type,volume,net_amount_local,vat_amount_local,gross_amount_local,exchange_rate_eur
105713,2064,3/2/2026,GR,PETROL,111.36,483.79,111.27,595.06,1
105714,2065,2/7/2026,DK,DIESEL,100.71,529.71,121.83,651.54,0.5
105715,2066,4/4/2026,SE,DIESEL,213.18,1245,286.35,1531.35,0.5
105716,2067,3/13/2026,NO,ADBLUE,302.19,1727.48,397.32,2124.80,0.5
105717,2068,3/10/2026,FI,DIESEL,209.94,1177.71,270.87,1448.58,1
105718,2069,2/10/2026,EE,LPG,95.22,439.91,101.18,541.09,1
105719,2070,1/25/2026,LV,DIESEL,336.72,1474.64,339.17,1813.81,1
105720,2071,4/13/2026,LT,LPG,194.6,983.83,226.28,1210.11,1
105721,2072,3/24/2026,RO,DIESEL,109.01,482.6,111,593.60,0.5
105722,2073,1/27/2026,BG,ADBLUE,406.92,1766.66,406.33,2172.99,0.5
105723,2074,1/24/2026,SI,ADBLUE,353.72,1781.78,409.81,2191.59,1
105724,2075,4/11/2026,HR,LPG,402.24,1679.14,386.2,2065.34,1
105725,2076,2/5/2026,PL,DIESEL,227.04,1144.9,263.33,1408.23,0.227427
105726,2077,3/8/2026,DE,DIESEL,413.16,1961.18,451.07,2412.25,1
105727,2078,3/7/2026,CZ,LPG,76.51,310.19,71.34,381.53,0.040469
105728,2079,3/2/2026,CH,DIESEL,412.58,2114.54,486.34,2600.88,1.055373
105729,2080,1/27/2026,SK,DIESEL,363.01,1485.73,341.72,1827.45,1
105731,2082,1/18/2026,AT,DIESEL,383.36,2090.47,480.81,2571.28,1
105732,2083,1/21/2026,FR,DIESEL,278.96,1130.5,260.02,1390.52,1
105733,2084,3/6/2026,BE,ADBLUE,409.34,2093.5,481.51,2575.01,1
105734,2085,4/6/2026,NL,PETROL,248.7,1103.33,253.77,1357.10,1
105735,2086,3/3/2026,ES,ADBLUE,25.8,105.65,24.3,129.95,1
105736,2087,4/14/2026,PT,ADBLUE,402.82,1709.97,393.29,2103.26,1
105737,2088,3/22/2026,IT,DIESEL,308.93,1526.93,351.19,1878.12,1
105738,2089,2/15/2026,GR,PETROL,155.94,885.75,203.72,1089.47,1
105739,2090,2/6/2026,DK,DIESEL,88.98,363.84,83.68,447.52,0.5
105740,2091,2/7/2026,SE,ADBLUE,310.18,1255.52,288.77,1544.29,0.5
105741,2092,1/21/2026,NO,DIESEL,390.36,2000.28,460.06,2460.34,0.5
105742,2093,2/14/2026,FI,DIESEL,323.66,1438.96,330.96,1769.92,1
105743,2094,4/2/2026,EE,PETROL,188.83,882.97,203.08,1086.05,1
105744,2095,2/15/2026,LV,DIESEL,217.11,894.85,205.82,1100.67,1
105745,2096,2/4/2026,LT,DIESEL,357.1,1642.82,377.85,2020.67,1
105746,2097,4/9/2026,RO,LPG,149.55,819.3,188.44,1007.74,0.5
105747,2098,3/14/2026,BG,DIESEL,249.4,1227.25,282.27,1509.52,0.5
105748,2099,1/19/2026,SI,DIESEL,287.18,1489.81,342.66,1832.47,1
105749,2100,1/24/2026,HR,LPG,213.54,1097.33,252.39,1349.72,1
105751,2102,2/20/2026,DE,ADBLUE,396.8,1923.77,442.47,2366.24,1
105752,2103,3/16/2026,CZ,ADBLUE,401.11,1938.27,445.8,2384.07,0.038491
105753,2104,1/27/2026,CH,LPG,53.4,280.43,64.5,344.93,1.09332
105754,2105,3/15/2026,SK,LPG,241.02,1170.79,269.28,1440.07,1
105755,2106,3/28/2026,HU,DIESEL,152.45,685.86,157.75,843.61,0.00269
105756,2107,1/18/2026,AT,PETROL,298.47,1667.16,383.45,2050.61,1
105757,2108,3/3/2026,FR,ADBLUE,88.94,468.21,107.69,575.90,1
105758,2109,3/25/2026,BE,LPG,157.78,795.81,183.04,978.85,1
105759,2110,2/23/2026,NL,DIESEL,329.77,1700.69,391.16,2091.85,1
105760,2111,4/3/2026,ES,DIESEL,234.47,1077.98,247.94,1325.92,1
105761,2112,3/18/2026,PT,PETROL,20.82,94.34,21.7,116.04,1
105762,2113,1/26/2026,IT,DIESEL,226.42,1212.8,278.94,1491.74,1
105763,2114,1/16/2026,GR,DIESEL,286.71,1563.64,359.64,1923.28,1
105764,2115,3/8/2026,DK,LPG,38.26,202.87,46.66,249.53,0.5
105765,2116,2/25/2026,SE,DIESEL,78.12,463.55,106.62,570.17,0.5
105766,2117,1/20/2026,NO,PETROL,391.69,1735.83,399.24,2135.07,0.5
105767,2118,3/9/2026,FI,LPG,139.74,821.9,189.04,1010.94,1
105768,2119,3/8/2026,EE,PETROL,68.35,330.18,75.94,406.12,1
105769,2120,3/31/2026,LV,PETROL,288.25,1548.51,356.16,1904.67,1
105771,2122,4/5/2026,RO,LPG,141.79,788.74,181.41,970.15,0.5
105772,2123,3/2/2026,BG,PETROL,190.55,970.66,223.25,1193.91,0.5
105773,2124,2/17/2026,SI,LPG,417.9,1731.26,398.19,2129.45,1
105774,2125,4/2/2026,HR,DIESEL,418.79,2070.12,476.13,2546.25,1
105775,2126,4/6/2026,PL,LPG,400.37,1940.46,446.31,2386.77,0.231103
105776,2127,3/20/2026,DE,DIESEL,257.57,1271.17,292.37,1563.54,1
105777,2128,4/9/2026,CZ,DIESEL,167.7,715.65,164.6,880.25,0.040703
105778,2129,1/26/2026,CH,ADBLUE,51.01,220.76,50.77,271.53,1.07055
105779,2130,4/9/2026,SK,LPG,315.3,1874.41,431.11,2305.52,1
105780,2131,4/6/2026,HU,DIESEL,212.94,1055.83,242.84,1298.67,0.002558
105781,2132,3/25/2026,AT,DIESEL,258.9,1325.1,304.77,1629.87,1
105782,2133,1/21/2026,FR,DIESEL,164.54,819.58,188.5,1008.08,1
105783,2134,1/30/2026,BE,LPG,303.51,1385.23,318.6,1703.83,1
105784,2135,2/21/2026,NL,DIESEL,189.57,992.56,228.29,1220.85,1
105785,2136,3/3/2026,ES,DIESEL,161.59,672.16,154.6,826.76,1
105786,2137,4/10/2026,PT,LPG,337.41,1712.17,393.8,2105.97,1
105787,2138,3/23/2026,IT,PETROL,122.85,511.1,117.55,628.65,1
105788,2139,2/12/2026,GR,LPG,407.18,1883.05,433.1,2316.15,1
105789,2140,1/21/2026,DK,PETROL,347.18,1473.98,339.02,1813.00,0.5
105791,2142,2/10/2026,NO,DIESEL,210.84,1176.55,270.61,1447.16,0.5
105792,2143,2/22/2026,FI,DIESEL,216.65,1174.82,270.21,1445.03,1
105793,2144,3/29/2026,EE,DIESEL,320.2,1478.57,340.07,1818.64,1
105794,2145,3/21/2026,LV,DIESEL,365.2,1846.32,424.65,2270.97,1
105795,2146,2/16/2026,LT,PETROL,127.78,577.15,132.74,709.89,1
105796,2147,3/13/2026,RO,DIESEL,241.87,1054.25,242.48,1296.73,0.5
105797,2148,3/27/2026,BG,PETROL,147.38,627.26,144.27,771.53,0.5
105798,2149,2/11/2026,SI,DIESEL,155,703.63,161.83,865.46,1
105799,2150,3/3/2026,HR,DIESEL,244.88,1306.23,300.43,1606.66,1
105800,2151,3/24/2026,PL,ADBLUE,129.57,769.22,176.92,946.14,0.230175
105801,2152,2/11/2026,DE,PETROL,148.19,641.04,147.44,788.48,1
105802,2153,3/8/2026,CZ,PETROL,328.21,1747.19,401.85,2149.04,0.041676
105803,2154,4/9/2026,CH,DIESEL,62.59,295.49,67.96,363.45,1.081124
105804,2155,1/19/2026,SK,LPG,294.65,1420.63,326.74,1747.37,1
105805,2156,1/16/2026,HU,PETROL,260.24,1470.24,338.16,1808.40,0.002647
105806,2157,1/23/2026,AT,PETROL,244.72,1360.73,312.97,1673.70,1
105807,2158,2/14/2026,FR,DIESEL,292.88,1633.23,375.64,2008.87,1
105808,2159,2/21/2026,BE,DIESEL,373.76,1804.27,414.98,2219.25,1
105809,2160,1/22/2026,NL,DIESEL,133.13,669.11,153.9,823.01,1
105811,2162,2/1/2026,PT,DIESEL,66.22,342.22,78.71,420.93,1
105812,2163,4/12/2026,IT,DIESEL,358.05,1822.71,419.22,2241.93,1
105813,2164,1/25/2026,GR,PETROL,125.86,518.61,119.28,637.89,1
105814,2165,2/8/2026,DK,DIESEL,331.51,1617.41,372,1989.41,0.5
105815,2166,2/27/2026,SE,PETROL,330.96,1477.01,339.71,1816.72,0.5
105816,2167,1/27/2026,NO,DIESEL,393.45,1888.63,434.38,2323.01,0.5
105817,2168,3/16/2026,FI,LPG,362.98,1454.55,334.55,1789.10,1
105818,2169,1/24/2026,EE,DIESEL,362.44,1758.49,404.45,2162.94,1
105819,2170,3/6/2026,LV,DIESEL,336.81,1556.74,358.05,1914.79,1
105820,2171,3/10/2026,LT,DIESEL,78.55,347.34,79.89,427.23,1
105821,2172,2/12/2026,RO,ADBLUE,208.26,1115.59,256.59,1372.18,0.5
105822,2173,2/18/2026,BG,DIESEL,22.67,122.89,28.26,151.15,0.5
105823,2174,4/16/2026,SI,ADBLUE,270.9,1568.55,360.77,1929.32,1
105824,2175,3/2/2026,HR,ADBLUE,224.47,987.09,227.03,1214.12,1
105825,2176,2/25/2026,PL,PETROL,97.75,585.76,134.72,720.48,0.221179
105826,2177,2/5/2026,DE,PETROL,127.28,549.02,126.27,675.29,1
105827,2178,3/12/2026,CZ,DIESEL,37.58,218.4,50.23,268.63,0.04045
105828,2179,1/25/2026,CH,DIESEL,38.53,224.72,51.69,276.41,1.064066
105829,2180,1/19/2026,SK,ADBLUE,380.78,1903.79,437.87,2341.66,1
105831,2182,3/28/2026,AT,PETROL,403.99,2238.86,514.94,2753.80,1
105832,2183,2/2/2026,FR,LPG,411.94,2290.19,526.74,2816.93,1
105833,2184,3/29/2026,BE,ADBLUE,342.22,1659.52,381.69,2041.21,1
105834,2185,1/26/2026,NL,DIESEL,134.39,672.11,154.59,826.70,1
105835,2186,4/14/2026,ES,LPG,25.32,115.58,26.58,142.16,1
105836,2187,4/14/2026,PT,DIESEL,179.14,748.72,172.21,920.93,1
105837,2188,1/21/2026,IT,DIESEL,30.18,174.49,40.13,214.62,1
105838,2189,1/19/2026,GR,PETROL,92.46,482.19,110.9,593.09,1
105839,2190,2/9/2026,DK,ADBLUE,71.53,349.79,80.45,430.24,0.5
105840,2191,4/5/2026,SE,ADBLUE,96.99,501.81,115.42,617.23,0.5
105841,2192,2/5/2026,NO,DIESEL,132.4,653.58,150.32,803.90,0.5
105842,2193,2/17/2026,FI,DIESEL,207.81,1168.28,268.7,1436.98,1
105843,2194,1/20/2026,EE,LPG,24.42,109.68,25.23,134.91,1
105844,2195,3/25/2026,LV,PETROL,198.22,802.4,184.55,986.95,1
105845,2196,4/13/2026,LT,PETROL,300.4,1469.26,337.93,1807.19,1
105846,2197,3/7/2026,RO,DIESEL,342.52,2046.25,470.64,2516.89,0.5
105847,2198,1/22/2026,BG,DIESEL,279.18,1428.06,328.45,1756.51,0.5
105848,2199,1/24/2026,SI,DIESEL,345.1,1602.61,368.6,1971.21,1
105849,2200,2/3/2026,HR,PETROL,91.38,464.64,106.87,571.51,1
105851,2202,1/23/2026,DE,LPG,360.1,2143.91,493.1,2637.01,1
105852,2203,4/13/2026,CZ,PETROL,216.3,1180.3,271.47,1451.77,0.041822
105853,2204,4/12/2026,CH,ADBLUE,404.68,1817.25,417.97,2235.22,1.064991
105854,2205,2/24/2026,SK,LPG,85.23,372.8,85.74,458.54,1
105855,2206,3/16/2026,HU,DIESEL,179.58,991.83,228.12,1219.95,0.002509
105856,2207,3/24/2026,AT,ADBLUE,184.4,920.78,211.78,1132.56,1
105857,2208,4/5/2026,FR,DIESEL,114.26,598.4,137.63,736.03,1
105858,2209,3/14/2026,BE,DIESEL,52.18,256.76,59.05,315.81,1
105859,2210,2/22/2026,NL,PETROL,179.08,907.47,208.72,1116.19,1
105860,2211,3/2/2026,ES,DIESEL,322.36,1345.62,309.49,1655.11,1
105861,2212,3/22/2026,PT,ADBLUE,204.72,1011.45,232.63,1244.08,1
105862,2213,2/17/2026,IT,PETROL,368.26,2071.94,476.55,2548.49,1
105863,2214,3/4/2026,GR,DIESEL,272.53,1189.89,273.67,1463.56,1
105864,2215,1/22/2026,DK,PETROL,83.23,464.17,106.76,570.93,0.5
105865,2216,3/25/2026,SE,ADBLUE,254.89,1168.34,268.72,1437.06,0.5
105866,2217,3/13/2026,NO,PETROL,281.9,1625.56,373.88,1999.44,0.5
105867,2218,4/12/2026,FI,DIESEL,361.37,2108.93,485.05,2593.98,1
105868,2219,2/15/2026,EE,LPG,192.94,821,188.83,1009.83,1
105869,2220,3/15/2026,LV,PETROL,326.09,1893.26,435.45,2328.71,1
105871,2222,1/26/2026,RO,PETROL,144.3,725.52,166.87,892.39,0.5
105872,2223,2/5/2026,BG,LPG,344.77,1402.39,322.55,1724.94,0.5
105873,2224,3/28/2026,SI,DIESEL,223.17,1040.62,239.34,1279.96,1
105874,2225,3/17/2026,HR,DIESEL,176.06,924.35,212.6,1136.95,1
105875,2226,2/15/2026,PL,LPG,169.17,703.64,161.84,865.48,0.235065
105876,2227,2/12/2026,DE,DIESEL,377.4,2001.93,460.44,2462.37,1
105877,2228,3/23/2026,CZ,LPG,377.69,2257.17,519.15,2776.32,0.041574
105878,2229,1/20/2026,CH,DIESEL,411.82,2136.68,491.44,2628.12,1.073375
105879,2230,1/27/2026,SK,LPG,384.58,2028.7,466.6,2495.30,1
105880,2231,1/21/2026,HU,DIESEL,287.04,1171.52,269.45,1440.97,0.002697
105881,2232,2/21/2026,AT,ADBLUE,214.1,1146.11,263.61,1409.72,1
105882,2233,1/25/2026,FR,LPG,244.82,1062.79,244.44,1307.23,1
105883,2234,1/28/2026,BE,DIESEL,215.62,953.17,219.23,1172.40,1
105884,2235,2/14/2026,NL,PETROL,50.61,300.23,69.05,369.28,1
105885,2236,2/21/2026,ES,ADBLUE,325.17,1741.52,400.55,2142.07,1
105886,2237,2/19/2026,PT,ADBLUE,167.7,997.35,229.39,1226.74,1
105887,2238,3/4/2026,IT,DIESEL,235.78,1005.61,231.29,1236.90,1
105888,2239,2/3/2026,GR,ADBLUE,233.76,1056.48,242.99,1299.47,1
105889,2240,3/20/2026,DK,LPG,325.16,1928.7,443.6,2372.30,0.5
105891,2242,2/17/2026,NO,PETROL,110.45,622.46,143.17,765.63,0.5
105892,2243,3/24/2026,FI,PETROL,162.61,956.29,219.95,1176.24,1
105893,2244,3/31/2026,EE,DIESEL,205.35,921.07,211.85,1132.92,1
105894,2245,2/2/2026,LV,DIESEL,315.28,1871.17,430.37,2301.54,1
105895,2246,3/5/2026,LT,PETROL,214.56,893.04,205.4,1098.44,1
105896,2247,2/2/2026,RO,DIESEL,314,1733.15,398.62,2131.77,0.5
105897,2248,3/9/2026,BG,DIESEL,378.42,2065.29,475.02,2540.31,0.5
105898,2249,2/26/2026,SI,LPG,128.87,690.24,158.76,849.00,1
105899,2250,4/11/2026,HR,DIESEL,350.97,1661.05,382.04,2043.09,1
105900,2251,3/26/2026,PL,LPG,174.27,761.98,175.26,937.24,0.230244
105901,2252,4/15/2026,DE,DIESEL,181.49,942.1,216.68,1158.78,1
105902,2253,2/14/2026,CZ,PETROL,378.97,1989.38,457.56,2446.94,0.041235
105903,2254,2/20/2026,CH,ADBLUE,168.85,797.92,183.52,981.44,1.082201
105904,2255,4/6/2026,SK,DIESEL,38.41,221.31,50.9,272.21,1
105905,2256,3/9/2026,HU,ADBLUE,370.97,1711.89,393.73,2105.62,0.002462
105906,2257,2/3/2026,AT,DIESEL,409.78,1674.62,385.16,2059.78,1
105907,2258,2/16/2026,FR,ADBLUE,385.42,2095.41,481.94,2577.35,1
105908,2259,3/21/2026,BE,PETROL,302.72,1634.97,376.04,2011.01,1
105909,2260,1/23/2026,NL,PETROL,164.75,805.99,185.38,991.37,1
105911,2262,2/15/2026,PT,ADBLUE,345.51,1391.52,320.05,1711.57,1
105912,2263,2/21/2026,IT,ADBLUE,53.05,254.87,58.62,313.49,1
105913,2264,2/4/2026,GR,DIESEL,184.05,891.63,205.07,1096.70,1
105914,2265,3/2/2026,DK,ADBLUE,159.6,722.11,166.09,888.20,0.5
105915,2266,4/10/2026,SE,DIESEL,108.91,482.78,111.04,593.82,0.5
105916,2267,3/23/2026,NO,ADBLUE,57,333.62,76.73,410.35,0.5
105917,2268,1/29/2026,FI,DIESEL,251.25,1397.27,321.37,1718.64,1
105918,2269,3/11/2026,EE,DIESEL,118.6,698.87,160.74,859.61,1
105919,2270,2/12/2026,LV,LPG,227.48,1042.35,239.74,1282.09,1
105920,2271,4/2/2026,LT,LPG,288.04,1181.17,271.67,1452.84,1
105921,2272,3/14/2026,RO,DIESEL,171.21,706.06,162.39,868.45,0.5
105922,2273,2/14/2026,BG,PETROL,118.61,587.39,135.1,722.49,0.5
105923,2274,3/8/2026,SI,LPG,195.7,788.18,181.28,969.46,1
105924,2275,2/15/2026,HR,DIESEL,226.31,1278.04,293.95,1571.99,1
105925,2276,2/11/2026,PL,ADBLUE,39.05,214.11,49.25,263.36,0.229994
105926,2277,1/28/2026,DE,DIESEL,323.02,1382.71,318.02,1700.73,1
105927,2278,4/12/2026,CZ,PETROL,195.89,1097.81,252.5,1350.31,0.041235
105928,2279,3/20/2026,CH,DIESEL,127.44,689.9,158.68,848.58,1.09028
105929,2280,3/14/2026,SK,PETROL,30.15,121.92,28.04,149.96,1
105931,2282,1/29/2026,AT,DIESEL,215.49,936.13,215.31,1151.44,1
105932,2283,3/25/2026,FR,PETROL,77.56,340.42,78.3,418.72,1
105933,2284,2/3/2026,BE,DIESEL,235.38,1401.09,322.25,1723.34,1
105934,2285,1/23/2026,NL,DIESEL,245.7,1126.16,259.02,1385.18,1
105935,2286,4/9/2026,ES,ADBLUE,77.24,374.34,86.1,460.44,1
105936,2287,3/10/2026,PT,DIESEL,245.58,1335.77,307.23,1643.00,1
105937,2288,2/6/2026,IT,DIESEL,117.31,703.58,161.82,865.40,1
105938,2289,2/16/2026,GR,DIESEL,219.16,1289.3,296.54,1585.84,1
105939,2290,4/7/2026,DK,DIESEL,254.94,1085.58,249.68,1335.26,0.5
105940,2291,3/20/2026,SE,LPG,240.64,1069.99,246.1,1316.09,0.5
105941,2292,2/15/2026,NO,ADBLUE,182.46,1063.96,244.71,1308.67,0.5
105942,2293,2/13/2026,FI,DIESEL,411.4,2362.7,543.42,2906.12,1
105943,2294,3/11/2026,EE,DIESEL,20.06,111.09,25.55,136.64,1
105944,2295,2/18/2026,LV,LPG,410.16,1901.33,437.31,2338.64,1
105945,2296,2/19/2026,LT,DIESEL,377.46,1972.03,453.57,2425.60,1
105946,2297,3/27/2026,RO,ADBLUE,354.54,1618.39,372.23,1990.62,0.5
105947,2298,4/2/2026,BG,DIESEL,256.42,1211.17,278.57,1489.74,0.5
105948,2299,1/23/2026,SI,LPG,166.97,966.46,222.29,1188.75,1
105949,2300,2/5/2026,HR,DIESEL,167.32,751.09,172.75,923.84,1
105951,2302,2/3/2026,DE,LPG,259.52,1375.89,316.45,1692.34,1
105952,2303,1/22/2026,CZ,DIESEL,266.61,1194.46,274.73,1469.19,0.03938
105953,2304,2/17/2026,CH,LPG,270.85,1142.35,262.74,1405.09,1.092268
105954,2305,1/28/2026,SK,PETROL,237.81,1197.77,275.49,1473.26,1
105955,2306,3/11/2026,HU,PETROL,192.32,948.28,218.1,1166.38,0.002616
105956,2307,2/20/2026,AT,ADBLUE,82.31,450.01,103.5,553.51,1
105957,2308,3/27/2026,FR,ADBLUE,320.66,1307.32,300.68,1608.00,1
105958,2309,2/9/2026,BE,DIESEL,303.66,1423.79,327.47,1751.26,1
105959,2310,2/3/2026,NL,DIESEL,231.02,1065.27,245.01,1310.28,1
105960,2311,2/28/2026,ES,PETROL,407.43,1911.19,439.57,2350.76,1
105961,2312,4/6/2026,PT,PETROL,41.14,229.5,52.79,282.29,1
105962,2313,1/29/2026,IT,ADBLUE,249.77,1303.02,299.69,1602.71,1
105963,2314,3/23/2026,GR,PETROL,309.11,1489.42,342.57,1831.99,1
105964,2315,2/26/2026,DK,LPG,357.98,1499.53,344.89,1844.42,0.5
105965,2316,1/18/2026,SE,LPG,409.07,2168.31,498.71,2667.02,0.5
105966,2317,1/23/2026,NO,ADBLUE,401.64,2344.27,539.18,2883.45,0.5
105967,2318,3/19/2026,FI,DIESEL,117.48,512.6,117.9,630.50,1
105968,2319,3/21/2026,EE,ADBLUE,282.35,1212.1,278.78,1490.88,1
105969,2320,3/19/2026,LV,DIESEL,303.72,1452.95,334.18,1787.13,1
105971,2322,3/29/2026,RO,LPG,212.04,1030,236.9,1266.90,0.5
105972,2323,3/12/2026,BG,PETROL,230.27,935.79,215.23,1151.02,0.5
105973,2324,4/13/2026,SI,ADBLUE,419.85,2060.5,473.92,2534.42,1
105974,2325,2/15/2026,HR,DIESEL,67.92,309.92,71.28,381.20,1
105975,2326,2/21/2026,PL,ADBLUE,90.18,487.8,112.19,599.99,0.239747
105976,2327,2/7/2026,DE,ADBLUE,276.03,1614.07,371.24,1985.31,1
105977,2328,1/27/2026,CZ,DIESEL,69.65,384.38,88.41,472.79,0.04143
105978,2329,4/9/2026,CH,PETROL,267.51,1372.62,315.7,1688.32,1.046959
105979,2330,3/7/2026,SK,LPG,398.83,2293.23,527.44,2820.67,1
105980,2331,2/9/2026,HU,ADBLUE,147.24,786.17,180.82,966.99,0.00247
105981,2332,2/4/2026,AT,DIESEL,123.37,734.86,169.02,903.88,1
105982,2333,2/17/2026,FR,DIESEL,74.24,305.85,70.35,376.20,1
105983,2334,2/25/2026,BE,PETROL,349.99,1941.15,446.46,2387.61,1
105984,2335,4/1/2026,NL,PETROL,83.25,386.23,88.83,475.06,1
105985,2336,2/18/2026,ES,DIESEL,108.33,462.59,106.4,568.99,1
105986,2337,3/15/2026,PT,DIESEL,88.8,391.76,90.1,481.86,1
105987,2338,1/24/2026,IT,PETROL,157.33,739.27,170.03,909.30,1
105988,2339,2/3/2026,GR,LPG,37.22,211.23,48.58,259.81,1
105989,2340,2/2/2026,DK,PETROL,62.25,348.33,80.12,428.45,0.5
105991,2342,4/11/2026,NO,DIESEL,108.3,582.06,133.87,715.93,0.5
105992,2343,1/24/2026,FI,DIESEL,186.75,779.46,179.28,958.74,1
105993,2344,2/3/2026,EE,DIESEL,127.08,590.75,135.87,726.62,1
105994,2345,1/17/2026,LV,DIESEL,326.51,1765.68,406.11,2171.79,1
105995,2346,2/3/2026,LT,PETROL,31.69,166.48,38.29,204.77,1
105996,2347,3/17/2026,RO,PETROL,330.85,1775.25,408.31,2183.56,0.5
105997,2348,3/13/2026,BG,DIESEL,233.1,1298.19,298.58,1596.77,0.5
105998,2349,1/19/2026,SI,LPG,94.61,564.03,129.73,693.76,1
105999,2350,2/1/2026,HR,LPG,253.23,1441.16,331.47,1772.63,1
106000,2351,3/25/2026,PL,DIESEL,317.33,1883.95,433.31,2317.26,0.221918
106001,2352,3/30/2026,DE,ADBLUE,224.65,1256.08,288.9,1544.98,1
106002,2353,3/19/2026,CZ,LPG,274.64,1376.53,316.6,1693.13,0.03954
106003,2354,2/19/2026,CH,DIESEL,401.42,1755.33,403.73,2159.06,1.046025
106004,2355,3/27/2026,SK,LPG,110.47,638.79,146.92,785.71,1
106005,2356,3/8/2026,HU,LPG,115.23,684.83,157.51,842.34,0.002631
106006,2357,1/16/2026,AT,PETROL,178.71,940.64,216.35,1156.99,1
106007,2358,4/7/2026,FR,DIESEL,252.87,1422.81,327.25,1750.06,1
106008,2359,3/30/2026,BE,DIESEL,227.8,1152.28,265.02,1417.30,1
106009,2360,2/14/2026,NL,DIESEL,182.45,913.39,210.08,1123.47,1
106011,2362,1/20/2026,PT,LPG,157.12,836.97,192.5,1029.47,1
106012,2363,1/26/2026,IT,DIESEL,343.82,1478.03,339.95,1817.98,1
106013,2364,3/26/2026,GR,DIESEL,158.19,738.19,169.78,907.97,1
106014,2365,4/6/2026,DK,DIESEL,101.52,429.28,98.73,528.01,0.5
106015,2366,3/23/2026,SE,PETROL,88.36,408.14,93.87,502.01,0.5
106016,2367,3/23/2026,NO,DIESEL,156.92,665.48,153.06,818.54,0.5
106017,2368,4/14/2026,FI,DIESEL,309.97,1768.73,406.81,2175.54,1
106018,2369,2/17/2026,EE,LPG,58.76,341.58,78.56,420.14,1
106019,2370,2/20/2026,LV,DIESEL,341.51,1475.73,339.42,1815.15,1
106020,2371,1/24/2026,LT,DIESEL,417.92,2064.04,474.73,2538.77,1
106021,2372,1/26/2026,RO,ADBLUE,285.46,1279.44,294.27,1573.71,0.5
106022,2373,2/27/2026,BG,DIESEL,328.53,1396.7,321.24,1717.94,0.5
106023,2374,3/6/2026,SI,LPG,135.47,608.03,139.85,747.88,1
106024,2375,2/1/2026,HR,PETROL,238.73,985.18,226.59,1211.77,1
106025,2376,2/12/2026,PL,ADBLUE,216.27,1197.06,275.32,1472.38,0.222074
106026,2377,4/15/2026,DE,LPG,361.31,1545.83,355.54,1901.37,1
106027,2378,2/20/2026,CZ,DIESEL,163.45,705.48,162.26,867.74,0.040493
106028,2379,3/22/2026,CH,LPG,364.97,1499.2,344.82,1844.02,1.094536
106029,2380,2/18/2026,SK,LPG,290.61,1289.51,296.59,1586.10,1
106031,2382,3/17/2026,AT,DIESEL,34.36,150.39,34.59,184.98,1
106032,2383,4/2/2026,FR,DIESEL,204.08,1047.26,240.87,1288.13,1
106033,2384,4/1/2026,BE,DIESEL,394.3,1767.06,406.42,2173.48,1
106034,2385,4/14/2026,NL,DIESEL,140.09,782.71,180.02,962.73,1
106035,2386,2/19/2026,ES,DIESEL,32.13,174.36,40.1,214.46,1
106036,2387,2/21/2026,PT,DIESEL,304.54,1484.49,341.43,1825.92,1
106037,2388,3/22/2026,IT,ADBLUE,71.5,413.95,95.21,509.16,1
106038,2389,4/5/2026,GR,ADBLUE,132.93,639.89,147.17,787.06,1
106039,2390,2/26/2026,DK,ADBLUE,331.86,1698.91,390.75,2089.66,0.5
106040,2391,4/6/2026,SE,DIESEL,338.93,1929.89,443.87,2373.76,0.5
106041,2392,1/29/2026,NO,DIESEL,104.6,446.94,102.8,549.74,0.5
106042,2393,2/22/2026,FI,ADBLUE,404.17,1895.97,436.07,2332.04,1
106043,2394,1/30/2026,EE,DIESEL,239.33,1312,301.76,1613.76,1
106044,2395,3/4/2026,LV,DIESEL,365.5,2011.79,462.71,2474.50,1
106045,2396,3/21/2026,LT,DIESEL,293.29,1597.93,367.52,1965.45,1
106046,2397,3/22/2026,RO,PETROL,212.51,1089.33,250.55,1339.88,0.5
106047,2398,1/21/2026,BG,DIESEL,193.92,919.04,211.38,1130.42,0.5
106048,2399,2/16/2026,SI,DIESEL,306.8,1499.66,344.92,1844.58,1
106049,2400,3/22/2026,HR,LPG,264.69,1177.19,270.75,1447.94,1
106051,2402,2/19/2026,DE,PETROL,163.88,797.38,183.4,980.78,1
106052,2403,3/8/2026,CZ,DIESEL,290.06,1215.25,279.51,1494.76,0.038006
106053,2404,2/16/2026,CH,PETROL,211.35,900.51,207.12,1107.63,1.074644
106054,2405,3/20/2026,SK,LPG,116.38,555.92,127.86,683.78,1
106055,2406,1/24/2026,HU,PETROL,350.86,1816.58,417.81,2234.39,0.00246
106056,2407,2/11/2026,AT,DIESEL,274.84,1478.5,340.06,1818.56,1
106057,2408,1/27/2026,FR,LPG,395.8,2069.95,476.09,2546.04,1
106058,2409,4/14/2026,BE,ADBLUE,264.01,1072.3,246.63,1318.93,1
106059,2410,2/22/2026,NL,LPG,143.7,659.11,151.6,810.71,1
106060,2411,3/27/2026,ES,PETROL,392.23,1676.21,385.53,2061.74,1
106061,2412,2/22/2026,PT,LPG,188.47,836.49,192.39,1028.88,1
106062,2413,2/11/2026,IT,PETROL,351.37,1443.05,331.9,1774.95,1
106063,2414,3/18/2026,GR,PETROL,193.26,798.48,183.65,982.13,1
